survey_year,island,site_id,site_name,state,ecoregion,n_sites,live_coral_cover_pct,lcc_prev,years_since_prev,lcc_change,lcc_change_rate,region_avg_lcc_pct,island_vs_region_pct,grp_other,grp_available_substrate,grp_sand,grp_disturbance_indicators,grp_pollution_indicators,fish_butterflyfish,fish_snapper,fish_parrotfish,fish_grouper,fish_sweetlips,fish_moray_eel,inv_diadema_urchin,inv_sea_cucumber,inv_giant_clam,inv_crown_of_thorns,cot_outbreak,grazer_ratio,n_highvalue_fish_absent,n_curio_inverts_absent,impact_anchor,impact_nets,impact_trash,impact_bleaching,impact_cot,confidence,substrate6_source,fish_source,n_sites_source
2015,Semporna,SEMPORNA_S07,Semporna Reef Site 07,Sabah,North Borneo,1,38.7663,26.2289,1,12.5374,12.5374,38.2871,-3.0962,4.5592,19.4516,17.2111,14.4311,5.5806,3.7967,0.6048,2.33,0.1953,0.2794,0.1346,50.9385,0.3322,0.5331,0.0323,0,0.0267,1,0,1,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Semporna,SEMPORNA_S07,Semporna Reef Site 07,Sabah,North Borneo,1,37.2392,38.7663,1,-1.5271,-1.5271,36.6811,-2.2836,3.7243,18.2419,20.8595,15.2023,4.7328,4.5176,0.6582,1.5283,0.137,0.2344,0.1733,61.9116,0.2837,0.3708,0.0298,0,0.0193,2,1,1,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Semporna,SEMPORNA_S07,Semporna Reef Site 07,Sabah,North Borneo,1,34.6703,37.2392,1,-2.5689,-2.5689,37.1972,-4.1902,3.5824,20.1111,20.4473,16.1242,5.0647,3.4866,0.8365,1.4574,0.3748,0.2788,0.2735,49.2809,0.2759,0.3876,0.0499,0,0.0155,2,1,1,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Semporna,SEMPORNA_S07,Semporna Reef Site 07,Sabah,North Borneo,1,35.9427,34.6703,2,1.2724,0.6362,38.1385,-5.1338,3.9293,19.0459,17.0567,17.2984,6.727,4.0811,0.5568,1.3724,0.1207,0.2599,0.1071,49.4701,0.2117,0.3528,0.0689,0,0.0243,2,0,0,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Semporna,SEMPORNA_S07,Semporna Reef Site 07,Sabah,North Borneo,1,37.3418,35.9427,1,1.3991,1.3991,38.1603,-4.8921,4.5108,18.7995,12.5096,20.2122,6.6261,4.812,0.8749,2.1111,0.3935,0.3929,0.1259,33.4892,0.2017,0.4799,0.0387,0,0.0706,3,0,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Semporna,SEMPORNA_S07,Semporna Reef Site 07,Sabah,North Borneo,1,37.7824,37.3418,1,0.4406,0.4406,37.4967,-4.5026,3.8602,19.5117,17.7557,15.4755,5.6144,5.7457,0.7671,1.6823,0.3329,0.3378,0.1863,54.5066,0.2211,0.423,0.1095,0,0.0284,2,1,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Semporna,SEMPORNA_S07,Semporna Reef Site 07,Sabah,North Borneo,1,35.9362,37.7824,1,-1.8462,-1.8462,37.4356,-3.3955,4.0022,17.6573,19.6791,15.9998,6.7254,4.0903,0.6645,1.7889,0.2238,0.2073,0.1071,60.4466,0.2455,0.3408,0.0181,0,0.0243,3,1,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Semporna,SEMPORNA_S07,Semporna Reef Site 07,Sabah,North Borneo,1,32.4692,35.9362,1,-3.4670,-3.4670,36.4709,-5.0480,3.6587,21.3097,15.8083,21.0109,5.7431,6.0954,0.7709,2.5987,0.2696,0.26,0.2152,42.2099,0.2484,0.3647,0.0198,0,0.0208,2,1,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Semporna,SEMPORNA_S07,Semporna Reef Site 07,Sabah,North Borneo,1,37.3857,32.4692,2,4.9165,2.4582,37.6220,-2.9353,3.9573,17.8311,17.785,16.346,6.6949,5.3071,0.6566,2.3929,0.2988,0.3222,0.164,42.4595,0.2722,0.3266,0.0516,0,0.0358,2,1,1,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,38.0769,,,,,35.7537,-0.7846,5.1326,18.6264,14.2443,16.59,7.3299,3.0939,0.6464,0.9037,0.1836,0.0835,0.0521,47.7609,0.3596,0.4272,0.0505,0,0.007,1,1,1,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,38.4862,38.0769,1,0.4093,0.4093,37.5384,-4.5220,5.8872,11.3577,13.6014,23.0291,7.6385,9.6108,0.6318,2.1597,0.4746,0.1904,0.0572,52.5151,0.1582,0.3744,0.0,0,0.027,3,1,0,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,25.5265,38.4862,1,-12.9597,-12.9597,37.2980,-14.3161,4.2208,15.4019,23.8731,23.4685,7.5092,5.8779,0.9622,0.6239,0.217,0.242,0.0907,88.8502,0.1763,0.4988,0.022,0,0.0115,3,1,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,39.9046,25.5265,1,14.3781,14.3781,38.2871,-3.0962,5.2183,16.9044,15.3424,16.3854,6.2448,7.1694,0.5559,2.175,0.3461,0.1246,0.0897,64.2605,0.2575,0.507,0.0279,0,0.0256,3,0,1,0,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,35.1201,39.9046,2,-4.7845,-2.3923,37.1972,-4.1902,4.4697,18.2625,18.2717,18.4514,5.4246,6.2453,1.1917,1.5161,0.8308,0.1358,0.174,58.918,0.2088,0.3396,0.048,0,0.0156,3,1,1,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,37.096,35.1201,1,1.9759,1.9759,36.1615,-2.4598,5.7095,14.3036,16.2992,20.0431,6.5487,7.0234,0.6393,2.3328,0.3268,0.1482,0.1018,64.3362,0.28,0.5522,0.085,0,0.0219,3,2,1,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,35.6708,37.0960,1,-1.4252,-1.4252,38.1385,-5.1338,4.9973,15.9359,18.1601,17.7445,7.4914,4.5161,0.6955,1.5235,0.276,0.133,0.0741,61.081,0.2062,0.3899,0.0788,0,0.0238,2,0,0,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,35.9068,35.6708,2,0.2360,0.1180,37.4967,-4.5026,4.7117,18.7894,17.4407,17.4343,5.717,9.5128,0.8099,1.6184,0.5067,0.2175,0.1385,68.5654,0.1981,0.375,0.1173,0,0.0243,3,2,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,35.4426,35.9068,1,-0.4642,-0.4642,37.4356,-3.3955,4.3638,15.0264,18.8958,18.1287,8.1427,7.5333,0.7434,1.9509,0.3812,0.1129,0.0916,67.0525,0.2232,0.3391,0.0235,0,0.0205,3,2,0,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,34.7741,35.4426,1,-0.6685,-0.6685,36.4709,-5.0480,4.5904,18.9701,15.567,20.093,6.0054,11.9618,1.0348,2.8835,0.5207,0.1552,0.1677,57.3333,0.194,0.3409,0.0187,0,0.0193,3,1,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,33.7204,34.7741,1,-1.0537,-1.0537,36.5328,-4.4171,4.1828,18.7521,19.3638,18.6964,5.2844,8.5899,1.2893,1.5311,0.424,0.1901,0.1177,53.3872,0.3151,0.3074,0.0483,0,0.0163,2,2,1,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Semporna,SEMPORNA_S08,Semporna Reef Site 08,Sabah,North Borneo,1,37.1554,33.7204,1,3.4350,3.4350,37.6220,-2.9353,5.0014,15.8652,15.5694,19.7148,6.6938,8.7591,0.6294,2.562,0.4991,0.1687,0.1259,55.8697,0.1888,0.2953,0.0593,0,0.0297,2,1,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,37.453,,,,,35.7537,-0.7846,4.1482,22.293,14.5642,13.6185,7.9231,2.7691,1.0261,0.4605,0.1474,0.1027,0.1164,41.1424,0.4907,0.5995,0.0397,0,0.0067,2,1,1,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,33.6596,37.4530,1,-3.7934,-3.7934,37.5384,-4.5220,5.4865,13.8196,17.3521,20.2156,9.4666,7.16,1.2489,1.1552,0.4094,0.3611,0.127,52.9575,0.2217,0.5452,0.0,0,0.0417,3,1,1,1,0,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,37.9494,33.6596,2,4.2898,2.1449,38.2871,-3.0962,3.97,16.4723,21.043,13.6725,6.8928,6.6237,1.2169,1.1918,0.3185,0.2245,0.191,53.1541,0.3319,0.8082,0.0212,0,0.0282,3,0,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,36.9816,37.9494,1,-0.9678,-0.9678,36.6811,-2.2836,3.0931,19.9339,19.3233,15.728,4.9402,5.215,1.2528,0.9504,0.223,0.2176,0.3465,64.8005,0.2129,0.6219,0.0212,0,0.0186,2,1,1,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,33.6759,36.9816,1,-3.3057,-3.3057,37.1972,-4.1902,3.4856,21.0484,19.7585,16.6073,5.4243,6.0099,1.7531,0.9825,0.519,0.2296,0.5399,49.3398,0.2528,0.6779,0.0402,0,0.0149,2,1,1,1,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,36.1428,33.6759,1,2.4669,2.4669,36.1615,-2.4598,4.4162,17.9226,18.6678,15.6064,7.2442,4.4077,1.0783,1.0578,0.2839,0.2178,0.2816,53.0123,0.3713,0.771,0.0645,0,0.0282,2,1,1,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,33.8496,36.1428,1,-2.2932,-2.2932,38.1385,-5.1338,3.6085,18.3404,19.7571,17.1902,7.2542,4.2437,1.3109,0.8226,0.1934,0.1861,0.1797,47.9803,0.2157,0.6927,0.0648,0,0.0303,2,0,1,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,36.1913,33.8496,1,2.3417,2.3417,38.1603,-4.8921,5.0449,19.0042,14.2303,18.4297,7.0996,7.3922,1.7828,1.3259,0.6606,0.3336,0.2554,32.6655,0.1647,0.6117,0.0333,0,0.0753,3,2,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,34.1365,36.1913,1,-2.0548,-2.0548,37.4967,-4.5026,4.0054,19.7327,19.2873,17.665,5.1732,7.2755,1.4336,1.1052,0.4611,0.2734,0.3664,68.4922,0.232,0.6351,0.0682,0,0.0274,2,1,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,34.7279,34.1365,1,0.5914,0.5914,37.4356,-3.3955,3.9134,16.5301,21.5449,15.5877,7.696,5.3933,1.327,1.0404,0.4201,0.1551,0.2032,53.7903,0.3684,0.6508,0.0193,0,0.0192,3,1,1,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,34.0395,34.7279,2,-0.6884,-0.3442,36.5328,-4.4171,4.1441,18.6818,20.909,16.169,6.0566,7.0713,1.6068,0.8373,0.3933,0.3109,0.2837,49.5397,0.2856,0.4215,0.0439,0,0.0167,2,1,1,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Semporna,SEMPORNA_S09,Semporna Reef Site 09,Sabah,North Borneo,1,36.3798,34.0395,1,2.3403,2.3403,37.6220,-2.9353,3.9551,19.8844,15.1383,17.1164,7.526,6.6406,1.3375,1.4031,0.4085,0.2858,0.2532,49.1282,0.2411,0.4009,0.0418,0,0.0377,2,1,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,29.4262,,,,,37.5384,-4.5220,6.3103,12.651,25.5145,19.4714,6.6267,7.61,0.6956,1.2154,0.3266,0.3161,0.1023,68.2585,0.1125,0.5676,0.0,0,0.0613,1,1,1,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2014,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,19.984,29.4262,1,-9.4422,-9.4422,37.2980,-14.3161,3.9304,18.835,36.5124,15.88,4.8582,5.4244,1.4096,0.3966,0.1906,0.4676,0.1775,113.461,0.1124,0.8052,0.0148,0,0.022,2,0,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2015,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,32.1029,19.9840,1,12.1189,12.1189,38.2871,-3.0962,3.7164,17.0654,28.9193,13.6738,4.5222,6.8512,0.7725,1.4653,0.2124,0.2836,0.1403,70.0859,0.19,0.7652,0.0301,0,0.0509,1,0,1,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,29.3775,32.1029,2,-2.7254,-1.3627,37.1972,-4.1902,3.3348,22.1355,28.131,13.283,3.7382,6.7473,1.1773,0.9992,0.4588,0.307,0.3396,81.7088,0.1486,0.7742,0.0357,0,0.0316,2,1,1,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,29.3995,29.3775,1,0.0220,0.0220,36.1615,-2.4598,4.4527,16.5964,29.7983,14.2904,5.4626,7.3164,0.6942,1.3522,0.1749,0.2827,0.2043,80.9084,0.2042,1.0656,0.0719,0,0.0418,2,0,1,1,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,29.0232,29.3995,1,-0.3763,-0.3763,38.1385,-5.1338,4.0443,15.1781,30.7572,16.1213,4.8758,6.4913,0.8244,1.0235,0.1511,0.2475,0.1616,70.7126,0.136,0.799,0.0727,0,0.0439,2,0,1,1,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,31.0043,29.0232,1,1.9811,1.9811,38.1603,-4.8921,4.4363,18.2373,23.5726,17.3929,5.3567,9.8658,1.1863,1.3413,0.4474,0.4202,0.1767,40.9297,0.1097,0.7065,0.0315,0,0.1312,2,1,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,29.3818,31.0043,1,-1.6225,-1.6225,37.4967,-4.5026,3.5166,20.0319,26.8417,15.908,4.32,7.4363,0.9032,1.0737,0.3446,0.3736,0.2214,99.5688,0.1544,0.6548,0.0915,0,0.0437,1,1,1,1,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,31.5856,29.3818,1,2.2038,2.2038,37.4356,-3.3955,3.9407,13.448,32.0911,12.7424,6.1922,6.6646,0.7897,1.3572,0.263,0.1898,0.1823,85.4719,0.1333,0.6589,0.0175,0,0.0352,3,1,1,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,30.7835,31.5856,2,-0.8021,-0.4010,36.5328,-4.4171,3.2168,18.5516,31.0801,12.5023,3.8657,7.9327,0.9765,0.909,0.2959,0.3778,0.1935,56.665,0.215,0.5027,0.039,0,0.024,2,0,1,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Semporna,SEMPORNA_S10,Semporna Reef Site 10,Sabah,North Borneo,1,29.16,30.7835,1,-1.6235,-1.6235,37.6220,-2.9353,4.5752,17.8411,27.3366,16.0792,5.0079,10.6263,0.715,1.2933,0.312,0.2886,0.204,64.3438,0.128,0.6096,0.0498,0,0.0672,1,1,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,55.18,,,,,51.9699,1.0136,4.0521,23.1525,2.2089,12.3395,3.067,5.6476,1.6305,1.0732,0.7812,0.0182,0.1407,85.1568,0.4491,0.5599,0.0829,0,0.0308,2,3,0,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2013,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,57.4541,55.1800,1,2.2741,2.2741,51.5112,6.1033,3.0379,23.2159,2.2906,11.268,2.7334,7.2932,1.4904,1.2366,0.9411,0.038,0.0736,74.9375,0.2013,0.5225,0.0473,0,0.027,3,2,0,1,1,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,58.7835,57.4541,3,1.3294,0.4431,51.9367,5.9387,4.2262,19.8607,1.5262,12.3638,3.2396,8.739,1.4948,0.7286,0.9741,0.0455,0.0259,60.7935,0.1709,0.3128,0.0463,0,0.0208,2,3,1,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,54.4227,58.7835,1,-4.3608,-4.3608,52.0881,2.2573,0.7532,26.5774,3.1472,12.0608,3.0386,10.3492,0.3364,1.9028,1.7453,0.0455,0.0267,39.4083,0.0894,0.4902,0.0542,0,0.0536,1,2,0,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,63.6507,54.4227,1,9.2280,9.2280,51.8378,10.9547,1.0632,22.3612,1.7858,9.3004,1.8387,9.6891,0.8595,1.7388,1.5146,0.0489,0.0183,39.3811,0.1368,0.3644,0.0083,0,0.032,2,2,0,1,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,61.8367,63.6507,1,-1.8140,-1.8140,52.9643,8.6917,1.4529,21.6404,1.7877,10.8609,2.4215,14.1339,1.432,1.38,0.8874,0.0869,0.0742,44.4065,0.2138,0.4596,0.1383,0,0.0275,3,3,0,0,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,62.4189,61.8367,1,0.5822,0.5822,52.6804,7.1448,2.3853,21.4128,2.2531,8.8611,2.6687,10.1989,1.5952,1.563,1.1853,0.0968,0.0249,46.6032,0.248,0.3912,0.0724,0,0.029,3,3,1,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2022,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,58.437,62.4189,2,-3.9819,-1.9910,51.6032,4.6331,1.288,24.4567,3.0545,10.0902,2.6737,10.2654,0.8598,1.5995,0.9961,0.047,0.0632,47.8718,0.1752,0.327,0.0445,0,0.0377,3,3,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2023,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,61.605,58.4370,1,3.1680,3.1680,51.9329,8.9421,3.4464,18.0187,2.1394,12.2748,2.5157,10.6521,1.3868,1.323,0.8743,0.0583,0.0397,61.7835,0.2794,0.3853,0.0364,0,0.0316,3,3,0,1,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2024,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,60.0783,61.6050,1,-1.5267,-1.5267,52.8270,6.8440,0.8526,21.6376,3.126,12.2039,2.1016,8.7114,0.9026,1.5261,1.2434,0.0479,0.0534,46.5059,0.1794,0.4153,0.0374,0,0.0453,3,2,1,0,0,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2025,Seri Buat,SERI_BUAT_S01,Seri Buat Reef Site 01,Pahang,Sunda Shelf,1,59.1579,60.0783,1,-0.9204,-0.9204,51.8995,4.9277,1.6326,22.8145,3.1241,10.622,2.6489,11.4594,0.7836,1.8336,1.6628,0.0464,0.1134,35.1637,0.117,0.3965,0.0235,0,0.0463,3,3,0,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2012,Seri Buat,SERI_BUAT_S02,Seri Buat Reef Site 02,Pahang,Sunda Shelf,1,56.0283,,,,,51.9699,1.0136,3.6596,22.8623,2.3658,12.5849,2.499,3.3981,1.243,0.696,0.8603,0.0176,0.2776,80.6567,0.4953,0.5202,0.1539,0,0.0319,2,2,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2016,Seri Buat,SERI_BUAT_S02,Seri Buat Reef Site 02,Pahang,Sunda Shelf,1,60.0669,56.0283,4,4.0386,1.0096,51.9367,5.9387,3.5076,20.3444,1.4353,11.3905,3.2553,6.0831,1.3382,0.5166,1.1576,0.0418,0.0543,48.761,0.2679,0.2325,0.0886,0,0.0217,3,3,1,0,0,1,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2017,Seri Buat,SERI_BUAT_S02,Seri Buat Reef Site 02,Pahang,Sunda Shelf,1,56.2301,60.0669,1,-3.8368,-3.8368,52.0881,2.2573,0.67,26.4925,2.5975,11.5549,2.455,7.2846,0.3304,1.016,1.733,0.0325,0.0741,33.8498,0.155,0.4672,0.0834,0,0.047,2,2,0,0,1,0,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2018,Seri Buat,SERI_BUAT_S02,Seri Buat Reef Site 02,Pahang,Sunda Shelf,1,64.1619,56.2301,1,7.9318,7.9318,51.8378,10.9547,0.9265,21.0885,2.0699,9.9281,1.8251,7.851,0.7242,0.9367,1.5675,0.0397,0.044,35.1465,0.1676,0.3071,0.0155,0,0.0351,3,3,0,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2019,Seri Buat,SERI_BUAT_S02,Seri Buat Reef Site 02,Pahang,Sunda Shelf,1,60.9425,64.1619,1,-3.2194,-3.2194,52.9643,8.6917,1.1895,22.3629,2.2626,10.9627,2.2798,6.9311,1.1716,0.8626,1.2238,0.0778,0.1488,33.3595,0.3095,0.2975,0.1816,0,0.033,3,2,1,1,0,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2020,Seri Buat,SERI_BUAT_S02,Seri Buat Reef Site 02,Pahang,Sunda Shelf,1,62.8067,60.9425,1,1.8642,1.8642,52.6804,7.1448,2.4288,20.1255,2.8036,8.8713,2.964,6.8681,1.1991,0.6391,1.2729,0.0853,0.0626,39.2572,0.3491,0.3804,0.1099,0,0.0298,2,2,0,0,1,1,0,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
2021,Seri Buat,SERI_BUAT_S02,Seri Buat Reef Site 02,Pahang,Sunda Shelf,1,60.2975,62.8067,1,-2.5092,-2.5092,51.7237,4.8432,1.5594,22.6092,3.0932,10.4202,2.0205,9.3841,0.9102,1.5018,1.5559,0.0339,0.0696,43.3159,0.3099,0.3479,0.1124,0,0.0355,3,3,0,0,1,0,1,synthetic_site_panel,synthetic_site_disaggregation,synthetic_site_disaggregation,synthetic_site_panel
